timestamp	state
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	2
31	2
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	2
49	2
50	2
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	1
63	1
64	1
65	1
66	1
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	2
80	2
81	2
82	2
83	0
84	0
85	0
86	2
87	2
88	2
89	2
90	2
91	2
92	0
93	0
94	0
95	0
96	0
97	0
98	2
99	2
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	2
121	2
122	2
123	0
124	0
125	0
126	0
127	0
128	2
129	2
130	2
131	3
132	3
133	2
134	0
135	0
136	0
137	2
138	2
139	2
140	2
141	3
142	2
143	2
144	2
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	2
188	2
189	1
190	1
191	1
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	1
203	1
204	1
205	1
206	1
207	1
208	1
209	1
210	1
211	1
212	1
213	1
214	1
215	1
216	1
217	1
218	1
219	3
220	3
221	3
222	1
223	1
224	1
225	1
226	1
227	1
228	1
229	1
230	1
231	1
232	0
233	3
234	3
235	2
236	1
237	1
238	3
239	3
240	2
241	2
242	2
243	2
244	0
245	1
246	1
247	1
248	1
249	1
250	1
251	1
252	1
253	1
254	1
255	1
256	1
257	1
258	1
259	1
260	1
261	1
262	1
263	1
264	1
265	1
266	1
267	1
268	1
269	1
270	1
271	1
272	1
273	1
274	1
275	1
276	2
277	2
278	2
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	2
287	2
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	2
297	2
298	2
299	3
300	3
301	3
302	2
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	1
311	1
312	3
313	2
314	0
315	0
316	0
317	0
318	0
319	0
320	1
321	1
322	1
323	1
324	0
325	0
326	0
327	0
328	0
329	0
330	0
331	0
332	0
333	0
334	1
335	1
336	0
337	0
338	0
339	0
340	0
341	0
342	2
343	2
344	0
345	0
346	0
347	0
348	0
349	2
350	3
351	3
352	2
353	2
354	2
355	2
356	3
357	3
358	2
359	2
360	2
361	2
362	2
363	2
364	2
365	2
366	2
367	2
368	2
369	2
370	2
371	2
372	2
373	2
374	2
375	2
376	2
377	3
378	3
379	2
380	2
381	2
382	2
383	0
384	0
385	2
386	2
387	2
388	2
389	2
390	2
391	2
392	2
393	0
394	0
395	0
396	1
397	1
398	1
399	0
400	0
401	2
402	3
403	3
404	3
405	3
406	3
407	2
408	0
409	3
410	3
411	3
412	2
413	0
414	0
415	3
416	3
417	3
418	2
419	2
420	2
421	2
422	0
423	0
424	2
425	2
426	2
427	2
428	2
429	2
430	2
431	3
432	3
433	2
434	2
435	0
436	0
437	0
438	0
439	0
440	0
441	0
442	0
443	1
444	1
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	3
476	3
477	2
478	0
479	2
480	2
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	2
491	2
492	3
493	1
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	2
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	0
517	0
518	0
519	2
520	3
521	3
522	3
523	2
524	3
525	3
526	3
527	3
528	3
529	3
530	0
531	0
