subject	state	fractional_occupancy	mean_lifetime	mean_intervaltime
001	0	0.15755395683453238	1.3333333333333333	12.5
001	1	0.3064748201438849	4.923076923076923	19.70731707317073
001	2	0.12158273381294964	1.4819277108433735	28.133333333333333
001	3	0.4143884892086331	4.19672131147541	7.015873015873016
002	0	0.07482014388489208	1.078125	36.3235294117647
002	1	0.28561151079136693	5.6	30.4375
002	2	0.07338129496402877	1.8372093023255813	25.863636363636363
002	3	0.5661870503597123	8.337078651685394	14.659090909090908
003	0	0.14388489208633093	1.530612244897959	24.0
003	1	0.3906474820143885	4.959595959595959	14.156862745098039
003	2	0.10719424460431655	1.2380952380952381	22.454545454545453
003	3	0.35827338129496406	3.7672413793103448	15.833333333333334
004	0	0.14532374100719425	1.6105263157894736	18.604166666666668
004	1	0.3237410071942446	19.90909090909091	50.90909090909091
004	2	0.023741007194244605	1.1	107.0
004	3	0.5071942446043165	5.954128440366972	7.2727272727272725
005	0	0.11870503597122302	1.5	28.727272727272727
005	1	0.34388489208633094	11.121951219512194	35.38095238095238
005	2	0.05755395683453238	1.1914893617021276	32.91304347826087
005	3	0.47985611510791365	6.634408602150538	15.73469387755102
006	0	0.16115107913669063	1.3445378151260505	19.317460317460316
006	1	0.2302158273381295	3.6973684210526314	27.92105263157895
006	2	0.19136690647482013	3.257142857142857	31.054054054054053
006	3	0.4172661870503597	4.186991869918699	13.65625
007	0	0.11366906474820145	1.8333333333333333	34.361111111111114
007	1	0.4244604316546763	14.615384615384615	34.0
007	2	0.07625899280575539	1.3508771929824561	40.107142857142854
007	3	0.3856115107913669	6.64	23.972972972972972
009	0	0.13381294964028778	1.1574074074074074	21.033333333333335
009	1	0.1856115107913669	5.340909090909091	48.18181818181818
009	2	0.08776978417266187	1.8627450980392157	45.0
009	3	0.5928057553956835	6.52991452991453	10.338983050847459
012	0	0.05755395683453238	0.6176470588235294	31.45945945945946
012	1	0.3906474820143885	7.242857142857143	20.34285714285714
012	2	0.0985611510791367	1.5223880597014925	30.5
012	3	0.45323741007194246	7.7631578947368425	20.487179487179485
014	0	0.13741007194244603	1.922077922077922	27.61904761904762
014	1	0.3553956834532374	5.82051282051282	21.641025641025642
014	2	0.16402877697841728	2.473684210526316	29.0
014	3	0.3431654676258993	5.023255813953488	20.113636363636363
015	0	0.1748201438848921	1.424	18.796875
015	1	0.2892086330935252	9.292682926829269	41.55
015	2	0.09928057553956834	3.4	59.333333333333336
015	3	0.4366906474820144	4.045112781954887	12.514705882352942
016	0	0.13093525179856116	2.7962962962962963	38.53333333333333
016	1	0.46402877697841727	7.857142857142857	17.94871794871795
016	2	0.0920863309352518	1.1428571428571428	31.487179487179485
016	3	0.3129496402877698	4.9125	23.21951219512195
018	0	0.1223021582733813	1.2795698924731183	25.02
018	1	0.4676258992805755	5.5	12.127272727272727
018	2	0.10287769784172662	0.88	23.35185185185185
018	3	0.30719424460431655	3.247787610619469	17.23728813559322
019	0	0.17913669064748203	1.9215686274509804	22.173076923076923
019	1	0.3726618705035971	6.486486486486487	17.91891891891892
019	2	0.08848920863309352	1.625	33.61290322580645
019	3	0.3597122302158273	4.064220183486238	16.553571428571427
020	0	0.18057553956834532	1.6875	19.229508196721312
020	1	0.3410071942446043	5.986301369863014	25.833333333333332
020	2	0.1237410071942446	1.6794871794871795	29.7
020	3	0.35467625899280575	3.7241379310344827	15.583333333333334
021	0	0.12014388489208633	1.3444444444444446	27.711111111111112
021	1	0.420863309352518	5.145631067961165	12.574074074074074
021	2	0.10719424460431655	1.2804878048780488	26.511627906976745
021	3	0.35179856115107916	3.6186440677966103	15.704918032786885
022	0	0.1647482014388489	1.5794392523364487	20.508474576271187
022	1	0.3129496402877698	4.482758620689655	19.886363636363637
022	2	0.14028776978417265	1.6555555555555554	25.22222222222222
022	3	0.38201438848920866	3.8278688524590163	13.206349206349206
024	0	0.17050359712230215	1.7169811320754718	21.555555555555557
024	1	0.4093525179856115	3.7238805970149254	12.782608695652174
024	2	0.18992805755395684	1.5433070866141732	17.402985074626866
024	3	0.2302158273381295	2.2033898305084745	19.10169491525424
025	0	0.14892086330935253	1.4339622641509433	22.61111111111111
025	1	0.41223021582733815	5.574468085106383	16.6875
025	2	0.08633093525179857	1.0945945945945945	27.342105263157894
025	3	0.35251798561151076	3.658119658119658	15.737704918032787
026	0	0.06978417266187051	1.0161290322580645	38.36363636363637
026	1	0.3460431654676259	4.057142857142857	17.61111111111111
026	2	0.13597122302158274	1.7926829268292683	27.536585365853657
026	3	0.4482014388489209	6.72093023255814	8.454545454545455
027	0	0.10287769784172662	1.7741935483870968	39.375
027	1	0.2568345323741007	8.4	40.55
027	2	0.08201438848920864	3.5357142857142856	70.42857142857143
027	3	0.5582733812949641	9.074074074074074	16.35
028	0	0.24964028776978417	2.872549019607843	20.41509433962264
028	1	0.32805755395683456	4.185567010309279	17.857142857142858
028	2	0.1446043165467626	1.813953488372093	26.636363636363637
028	3	0.2776978417266187	2.697478991596639	16.4375
029	0	0.18633093525179856	2.06	22.48076923076923
029	1	0.3489208633093525	3.4958677685950414	13.032786885245901
029	2	0.17841726618705037	1.6120689655172413	18.816666666666666
029	3	0.28633093525179854	3.0267857142857144	17.775862068965516
030	0	0.15899280575539568	1.415929203539823	20.366666666666667
030	1	0.3122302158273381	4.839506172839506	17.634146341463413
030	2	0.15035971223021583	1.7311827956989247	22.51063829787234
030	3	0.37841726618705035	3.9743589743589745	15.383333333333333
031	0	0.18489208633093526	1.3880597014925373	16.82857142857143
031	1	0.23669064748201438	6.446808510638298	36.2
031	2	0.09064748201438849	1.453125	37.1875
031	3	0.48776978417266187	4.511111111111111	11.426470588235293
032	0	0.11438848920863309	1.7391304347826086	33.39473684210526
032	1	0.33884892086330937	7.603448275862069	26.0
032	2	0.11223021582733812	2.192982456140351	35.7
032	3	0.43453237410071943	6.6	19.571428571428573
033	0	0.0856115107913669	1.3709677419354838	36.45454545454545
033	1	0.42805755395683454	7.736111111111111	19.864864864864863
033	2	0.08273381294964029	1.1940298507462686	37.3235294117647
033	3	0.4035971223021583	6.317073170731708	19.952380952380953
034	0	0.2273381294964029	2.274336283185841	17.862068965517242
034	1	0.4	4.486486486486487	14.298245614035087
034	2	0.12877697841726618	1.1603773584905661	20.527272727272727
034	3	0.24388489208633093	2.007518796992481	15.80281690140845
035	0	0.19136690647482013	1.7565217391304349	18.0
035	1	0.34676258992805753	4.557894736842106	17.979166666666668
035	2	0.15323741007194244	1.8021978021978022	25.458333333333332
035	3	0.30863309352517987	2.951219512195122	14.815384615384616
036	0	0.12086330935251799	1.4588235294117646	19.372093023255815
036	1	0.3064748201438849	7.351851851851852	29.678571428571427
036	2	0.09640287769784173	1.6721311475409837	41.25806451612903
036	3	0.4762589928057554	6.309278350515464	7.204081632653061
037	0	0.19424460431654678	1.3310344827586207	15.144736842105264
037	1	0.10359712230215827	6.0	88.18181818181819
037	2	0.031654676258992806	1.24	96.66666666666667
037	3	0.6705035971223021	5.538961038961039	6.871794871794871
038	0	0.19136690647482013	2.2736842105263158	22.979591836734695
038	1	0.39568345323741005	10.48	30.88
038	2	0.04820143884892086	1.1538461538461537	57.23809523809524
038	3	0.3647482014388489	3.8956521739130436	16.224137931034484
039	0	0.18776978417266188	1.6363636363636365	19.016129032258064
039	1	0.24964028776978417	6.571428571428571	36.75
039	2	0.11726618705035971	2.795918367346939	44.72
039	3	0.44532374100719424	4.520325203252033	13.016129032258064
040	0	0.1841726618705036	1.8333333333333333	19.57894736842105
040	1	0.24388489208633093	4.935483870967742	31.0625
040	2	0.10863309352517986	1.6056338028169015	31.916666666666668
040	3	0.4633093525179856	5.214285714285714	12.94915254237288
041	0	0.14892086330935253	1.6989247311827957	24.979166666666668
041	1	0.437410071942446	9.290322580645162	19.838709677419356
041	2	0.06546762589928058	1.0	36.46666666666667
